Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
17-08-2025;00:00:00;18-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,507;kWh;Uitgelezen;Zonnepanelen
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,968;kWh;Uitgelezen;Zonnepanelen
18-08-2025;00:00:00;19-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,102;kWh;Uitgelezen;Zonnepanelen
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,377;kWh;Uitgelezen;Zonnepanelen
19-08-2025;00:00:00;20-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,933;kWh;Uitgelezen;Zonnepanelen
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,068;kWh;Uitgelezen;Zonnepanelen
20-08-2025;00:00:00;21-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,215;kWh;Uitgelezen;Zonnepanelen
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,039;kWh;Uitgelezen;Zonnepanelen
21-08-2025;00:00:00;22-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,214;kWh;Uitgelezen;Zonnepanelen
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,423;kWh;Uitgelezen;Zonnepanelen
22-08-2025;00:00:00;23-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;4,280;kWh;Uitgelezen;Zonnepanelen
23-08-2025;00:00:00;24-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;4,240;kWh;Uitgelezen;Zonnepanelen
24-08-2025;00:00:00;25-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,497;kWh;Uitgelezen;Zonnepanelen
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,112;kWh;Uitgelezen;Zonnepanelen
25-08-2025;00:00:00;26-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,701;kWh;Uitgelezen;Zonnepanelen
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,253;kWh;Uitgelezen;Zonnepanelen
26-08-2025;00:00:00;27-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,877;kWh;Uitgelezen;Zonnepanelen
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,054;kWh;Uitgelezen;Zonnepanelen
27-08-2025;00:00:00;28-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,684;kWh;Uitgelezen;Zonnepanelen
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,806;kWh;Uitgelezen;Zonnepanelen
28-08-2025;00:00:00;29-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,730;kWh;Uitgelezen;Zonnepanelen
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,978;kWh;Uitgelezen;Zonnepanelen
29-08-2025;00:00:00;30-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,729;kWh;Uitgelezen;Zonnepanelen
30-08-2025;00:00:00;31-08-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;6,597;kWh;Uitgelezen;Zonnepanelen
31-08-2025;00:00:00;01-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,106;kWh;Uitgelezen;Zonnepanelen
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,607;kWh;Uitgelezen;Zonnepanelen
01-09-2025;00:00:00;02-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,799;kWh;Uitgelezen;Zonnepanelen
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,481;kWh;Uitgelezen;Zonnepanelen
02-09-2025;00:00:00;03-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,123;kWh;Uitgelezen;Zonnepanelen
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,569;kWh;Uitgelezen;Zonnepanelen
03-09-2025;00:00:00;04-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,525;kWh;Uitgelezen;Zonnepanelen
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,433;kWh;Uitgelezen;Zonnepanelen
04-09-2025;00:00:00;05-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,570;kWh;Uitgelezen;Zonnepanelen
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;7,290;kWh;Uitgelezen;Zonnepanelen
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,440;kWh;Uitgelezen;Zonnepanelen
05-09-2025;00:00:00;06-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;4,114;kWh;Uitgelezen;Zonnepanelen
06-09-2025;00:00:00;07-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;7,987;kWh;Uitgelezen;Zonnepanelen
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,726;kWh;Uitgelezen;Zonnepanelen
07-09-2025;00:00:00;08-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;11,112;kWh;Uitgelezen;Zonnepanelen
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,768;kWh;Uitgelezen;Zonnepanelen
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;5,889;kWh;Uitgelezen;Zonnepanelen
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,699;kWh;Uitgelezen;Zonnepanelen
08-09-2025;00:00:00;09-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,612;kWh;Uitgelezen;Zonnepanelen
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;4,783;kWh;Uitgelezen;Zonnepanelen
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,937;kWh;Uitgelezen;Zonnepanelen
09-09-2025;00:00:00;10-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,513;kWh;Uitgelezen;Zonnepanelen
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;5,707;kWh;Uitgelezen;Zonnepanelen
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;2,312;kWh;Uitgelezen;Zonnepanelen
10-09-2025;00:00:00;11-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,688;kWh;Uitgelezen;Zonnepanelen
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;5,447;kWh;Uitgelezen;Zonnepanelen
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,776;kWh;Uitgelezen;Zonnepanelen
11-09-2025;00:00:00;12-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,813;kWh;Uitgelezen;Zonnepanelen
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;8,316;kWh;Uitgelezen;Zonnepanelen
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,480;kWh;Uitgelezen;Zonnepanelen
12-09-2025;00:00:00;13-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;2,517;kWh;Uitgelezen;Zonnepanelen
13-09-2025;00:00:00;14-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;5,586;kWh;Uitgelezen;Zonnepanelen
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;3,192;kWh;Uitgelezen;Zonnepanelen
14-09-2025;00:00:00;15-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;6,954;kWh;Uitgelezen;Zonnepanelen
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,276;kWh;Uitgelezen;Zonnepanelen
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;6,906;kWh;Uitgelezen;Zonnepanelen
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,517;kWh;Uitgelezen;Zonnepanelen
15-09-2025;00:00:00;16-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,047;kWh;Uitgelezen;Zonnepanelen
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;8,279;kWh;Uitgelezen;Zonnepanelen
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,200;kWh;Uitgelezen;Zonnepanelen
16-09-2025;00:00:00;17-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,795;kWh;Uitgelezen;Zonnepanelen
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;2,252;kWh;Uitgelezen;Zonnepanelen
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,746;kWh;Uitgelezen;Zonnepanelen
17-09-2025;00:00:00;18-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;3,085;kWh;Uitgelezen;Zonnepanelen
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;1,282;kWh;Uitgelezen;Zonnepanelen
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,596;kWh;Uitgelezen;Zonnepanelen
18-09-2025;00:00:00;19-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
19-09-2025;00:00:00;20-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,837;kWh;Uitgelezen;Zonnepanelen
19-09-2025;00:00:00;20-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;8,415;kWh;Uitgelezen;Zonnepanelen
19-09-2025;00:00:00;20-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,477;kWh;Uitgelezen;Zonnepanelen
19-09-2025;00:00:00;20-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
20-09-2025;00:00:00;21-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
20-09-2025;00:00:00;21-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
20-09-2025;00:00:00;21-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;3,804;kWh;Uitgelezen;Zonnepanelen
20-09-2025;00:00:00;21-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;2,541;kWh;Uitgelezen;Zonnepanelen
21-09-2025;00:00:00;22-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
21-09-2025;00:00:00;22-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
21-09-2025;00:00:00;22-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;5,095;kWh;Uitgelezen;Zonnepanelen
21-09-2025;00:00:00;22-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;1,629;kWh;Uitgelezen;Zonnepanelen
22-09-2025;00:00:00;23-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,877;kWh;Uitgelezen;Zonnepanelen
22-09-2025;00:00:00;23-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;8,830;kWh;Uitgelezen;Zonnepanelen
22-09-2025;00:00:00;23-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,958;kWh;Uitgelezen;Zonnepanelen
22-09-2025;00:00:00;23-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
23-09-2025;00:00:00;24-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;1,782;kWh;Uitgelezen;Zonnepanelen
23-09-2025;00:00:00;24-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;7,543;kWh;Uitgelezen;Zonnepanelen
23-09-2025;00:00:00;24-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;1,004;kWh;Uitgelezen;Zonnepanelen
23-09-2025;00:00:00;24-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
24-09-2025;00:00:00;25-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,294;kWh;Uitgelezen;Zonnepanelen
24-09-2025;00:00:00;25-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;4,951;kWh;Uitgelezen;Zonnepanelen
24-09-2025;00:00:00;25-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,645;kWh;Uitgelezen;Zonnepanelen
24-09-2025;00:00:00;25-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
25-09-2025;00:00:00;26-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;2,422;kWh;Uitgelezen;Zonnepanelen
25-09-2025;00:00:00;26-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;2,026;kWh;Uitgelezen;Zonnepanelen
25-09-2025;00:00:00;26-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,554;kWh;Uitgelezen;Zonnepanelen
25-09-2025;00:00:00;26-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
26-09-2025;00:00:00;27-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,863;kWh;Uitgelezen;Zonnepanelen
26-09-2025;00:00:00;27-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;2,074;kWh;Uitgelezen;Zonnepanelen
26-09-2025;00:00:00;27-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;0,381;kWh;Uitgelezen;Zonnepanelen
26-09-2025;00:00:00;27-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Zonnepanelen
27-09-2025;00:00:00;28-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
27-09-2025;00:00:00;28-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
27-09-2025;00:00:00;28-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Nacht;2,374;kWh;Uitgelezen;Zonnepanelen
27-09-2025;00:00:00;28-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Nacht;8,673;kWh;Uitgelezen;Zonnepanelen
28-09-2025;00:00:00;29-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Zonnepanelen
28-09-2025;00:00:00;29-09-2025;00:00:00;="541448820043562075";1SAG1100625708;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Zonnepanelen
